21/04/2010;0.5
22/04/2010;1
23/04/2010;1.5
24/04/2010;2
25/04/2010;2.5
26/04/2010;1.9
27/04/2010;1.7
28/04/2010;1.5
29/04/2010;1.3
30/04/2010;1
01/05/2010;0.5
02/05/2010;1
03/05/2010;1.5
04/05/2010;2
05/05/2010;2.5
06/05/2010;1.9
07/05/2010;1.7
08/05/2010;1.5
09/05/2010;1.3
10/05/2010;1
11/05/2010;0.5
12/05/2010;1
13/05/2010;1.5
14/05/2010;2
15/05/2010;2.5
16/05/2010;1.9
17/05/2010;1.7
18/05/2010;1.5
19/05/2010;1.3
20/05/2010;1
21/05/2010;0.5
22/05/2010;1
23/05/2010;1.5
24/05/2010;2
25/05/2010;2.5
26/05/2010;1.9
27/05/2010;1.7
28/05/2010;1.5
29/05/2010;1.3
30/05/2010;1
31/05/2010;0.5
01/06/2010;1
02/06/2010;1.5
03/06/2010;2
04/06/2010;2.5
05/06/2010;1.9
06/06/2010;1.7
07/06/2010;1.5
08/06/2010;1.3
09/06/2010;1
10/06/2010;0.5
11/06/2010;1
12/06/2010;1.5
13/06/2010;2
14/06/2010;2.5
15/06/2010;1.9
16/06/2010;1.7
17/06/2010;1.5
18/06/2010;1.3
19/06/2010;1
20/06/2010;0.5
21/06/2010;1
22/06/2010;1.5
23/06/2010;2
24/06/2010;2.5
25/06/2010;1.9
26/06/2010;1.7
27/06/2010;1.5
28/06/2010;1.3
29/06/2010;1
30/06/2010;0.5
01/07/2010;1
02/07/2010;1.5
03/07/2010;2
04/07/2010;2.5
05/07/2010;1.9
06/07/2010;1.7
07/07/2010;1.5
08/07/2010;1.3
09/07/2010;1
10/07/2010;0.5
11/07/2010;1
12/07/2010;1.5
13/07/2010;2
14/07/2010;2.5
15/07/2010;1.9
16/07/2010;1.7
17/07/2010;1.5
18/07/2010;1.3
19/07/2010;1
20/07/2010;0.5
21/07/2010;1
22/07/2010;1.5
23/07/2010;2
24/07/2010;2.5
25/07/2010;1.9
26/07/2010;1.7
27/07/2010;1.5
28/07/2010;1.3
29/07/2010;1
30/07/2010;0.5
31/07/2010;1
01/08/2010;1.5
02/08/2010;2
03/08/2010;2.5
04/08/2010;1.9
05/08/2010;1.7
06/08/2010;1.5
07/08/2010;1.3
08/08/2010;1
09/08/2010;0.5
10/08/2010;1
11/08/2010;1.5
12/08/2010;2
13/08/2010;2.5
14/08/2010;1.9
15/08/2010;1.7
16/08/2010;1.5
17/08/2010;1.3
18/08/2010;1
19/08/2010;0.5
20/08/2010;1
21/08/2010;1.5
22/08/2010;2
23/08/2010;2.5
24/08/2010;1.9
25/08/2010;1.7
26/08/2010;1.5
27/08/2010;1.3
28/08/2010;1
29/08/2010;0.5
30/08/2010;1
31/08/2010;1.5
01/09/2010;2
02/09/2010;2.5
03/09/2010;1.9
04/09/2010;1.7
05/09/2010;1.5
06/09/2010;1.3
07/09/2010;1
08/09/2010;0.5
09/09/2010;1
10/09/2010;1.5
11/09/2010;2
12/09/2010;2.5
13/09/2010;1.9
14/09/2010;1.7
15/09/2010;1.5
16/09/2010;1.3
17/09/2010;1
18/09/2010;0.5
19/09/2010;1
20/09/2010;1.5
21/09/2010;2
22/09/2010;2.5
23/09/2010;1.9
24/09/2010;1.7
25/09/2010;1.5
26/09/2010;1.3
27/09/2010;1
28/09/2010;0.5
29/09/2010;1
30/09/2010;1.5
01/10/2010;2
02/10/2010;2.5
03/10/2010;1.9
04/10/2010;1.7
05/10/2010;1.5
06/10/2010;1.3
07/10/2010;1
08/10/2010;0.5
09/10/2010;1
10/10/2010;1.5
11/10/2010;2
12/10/2010;2.5
13/10/2010;1.9
14/10/2010;1.7
15/10/2010;1.5
16/10/2010;1.3
17/10/2010;1
18/10/2010;0.5
19/10/2010;1
20/10/2010;1.5
21/10/2010;2
22/10/2010;2.5
23/10/2010;1.9
24/10/2010;1.7
25/10/2010;1.5
26/10/2010;1.3
27/10/2010;1
28/10/2010;0.5
29/10/2010;1
30/10/2010;1.5
31/10/2010;2
01/11/2010;2.5
02/11/2010;1.9
03/11/2010;1.7
04/11/2010;1.5
05/11/2010;1.3
06/11/2010;1
07/11/2010;0.5
08/11/2010;1
09/11/2010;1.5
10/11/2010;2
11/11/2010;2.5
12/11/2010;1.9
13/11/2010;1.7
14/11/2010;1.5
15/11/2010;1.3
16/11/2010;1
17/11/2010;0.5
18/11/2010;1
19/11/2010;1.5
20/11/2010;2
21/11/2010;2.5
22/11/2010;1.9
23/11/2010;1.7
24/11/2010;1.5
25/11/2010;1.3
26/11/2010;1
27/11/2010;0.5
28/11/2010;1
29/11/2010;1.5
30/11/2010;2
01/12/2010;2.5
02/12/2010;1.9
03/12/2010;1.7
04/12/2010;1.5
05/12/2010;1.3
06/12/2010;1
07/12/2010;0.5
08/12/2010;1
09/12/2010;1.5
10/12/2010;2
11/12/2010;2.5
12/12/2010;1.9
13/12/2010;1.7
14/12/2010;1.5
15/12/2010;1.3
16/12/2010;1
17/12/2010;0.5
18/12/2010;1
19/12/2010;1.5
20/12/2010;2
21/12/2010;2.5
22/12/2010;1.9
23/12/2010;1.7
24/12/2010;1.5
25/12/2010;1.3
26/12/2010;1
27/12/2010;0.5
28/12/2010;1
29/12/2010;1.5
30/12/2010;2
31/12/2010;2.5
01/01/2011;1.9
02/01/2011;1.7
03/01/2011;1.5
04/01/2011;1.3
05/01/2011;1
06/01/2011;0.5
07/01/2011;1
08/01/2011;1.5
09/01/2011;2
10/01/2011;2.5
11/01/2011;1.9
12/01/2011;1.7
13/01/2011;1.5
14/01/2011;1.3
15/01/2011;1
16/01/2011;0.5
17/01/2011;1
18/01/2011;1.5
19/01/2011;2
20/01/2011;2.5
21/01/2011;1.9
22/01/2011;1.7
23/01/2011;1.5
24/01/2011;1.3
25/01/2011;1
26/01/2011;0.5
27/01/2011;1
28/01/2011;1.5
29/01/2011;2
30/01/2011;2.5
31/01/2011;1.9
01/02/2011;1.7
02/02/2011;1.5
03/02/2011;1.3
04/02/2011;1
05/02/2011;0.5
06/02/2011;1
07/02/2011;1.5
08/02/2011;2
09/02/2011;2.5
10/02/2011;1.9
11/02/2011;1.7
12/02/2011;1.5
13/02/2011;1.3
14/02/2011;1
15/02/2011;0.5
16/02/2011;1
17/02/2011;1.5
18/02/2011;2
19/02/2011;2.5
20/02/2011;1.9
21/02/2011;1.7
22/02/2011;1.5
23/02/2011;1.3
24/02/2011;1
25/02/2011;0.5
26/02/2011;1
27/02/2011;1.5
28/02/2011;2
01/03/2011;2.5
02/03/2011;1.9
03/03/2011;1.7
04/03/2011;1.5
05/03/2011;1.3
06/03/2011;1
07/03/2011;0.5
08/03/2011;1
09/03/2011;1.5
10/03/2011;2
11/03/2011;2.5
12/03/2011;1.9
13/03/2011;1.7
14/03/2011;1.5
15/03/2011;1.3
16/03/2011;1
17/03/2011;0.5
18/03/2011;1
19/03/2011;1.5
20/03/2011;2
21/03/2011;2.5
22/03/2011;1.9
23/03/2011;1.7
24/03/2011;1.5
25/03/2011;1.3
26/03/2011;1
27/03/2011;0.5
28/03/2011;1
29/03/2011;1.5
30/03/2011;2
31/03/2011;2.5
01/04/2011;1.9
02/04/2011;1.7
03/04/2011;1.5
04/04/2011;1.3
05/04/2011;1
06/04/2011;0.5
07/04/2011;1
08/04/2011;1.5
09/04/2011;2
10/04/2011;2.5
11/04/2011;1.9
12/04/2011;1.7
13/04/2011;1.5
14/04/2011;1.3
15/04/2011;1
16/04/2011;0.5
17/04/2011;1
18/04/2011;1.5
19/04/2011;2
20/04/2011;2.5
21/04/2011;1.9
22/04/2011;1.7
23/04/2011;1.5
24/04/2011;1.3
25/04/2011;1
26/04/2011;0.5
27/04/2011;1
28/04/2011;1.5
29/04/2011;2
30/04/2011;2.5
01/05/2011;1.9
02/05/2011;1.7
03/05/2011;1.5
04/05/2011;1.3
05/05/2011;1
06/05/2011;0.5
07/05/2011;1
08/05/2011;1.5
09/05/2011;2
10/05/2011;2.5
11/05/2011;1.9
12/05/2011;1.7
13/05/2011;1.5
14/05/2011;1.3
15/05/2011;1
16/05/2011;0.5
17/05/2011;1
18/05/2011;1.5
19/05/2011;2
20/05/2011;2.5
21/05/2011;1.9
22/05/2011;1.7
23/05/2011;1.5
24/05/2011;1.3
25/05/2011;1
26/05/2011;0.5
27/05/2011;1
28/05/2011;1.5
29/05/2011;2
30/05/2011;2.5
31/05/2011;1.9
01/06/2011;1.7
02/06/2011;1.5
03/06/2011;1.3
04/06/2011;1
05/06/2011;0.5
06/06/2011;1
07/06/2011;1.5
08/06/2011;2
09/06/2011;2.5
10/06/2011;1.9
11/06/2011;1.7
12/06/2011;1.5
13/06/2011;1.3
14/06/2011;1
15/06/2011;0.5
16/06/2011;1
17/06/2011;1.5
18/06/2011;2
19/06/2011;2.5
20/06/2011;1.9
21/06/2011;1.7
22/06/2011;1.5
23/06/2011;1.3
24/06/2011;1
25/06/2011;0.5
26/06/2011;1
27/06/2011;1.5
28/06/2011;2
29/06/2011;2.5
30/06/2011;1.9
01/07/2011;1.7
02/07/2011;1.5
03/07/2011;1.3
04/07/2011;1
05/07/2011;0.5
06/07/2011;1
07/07/2011;1.5
08/07/2011;2
09/07/2011;2.5
10/07/2011;1.9
11/07/2011;1.7
12/07/2011;1.5
13/07/2011;1.3
14/07/2011;1
15/07/2011;0.5
16/07/2011;1
17/07/2011;1.5
18/07/2011;2
19/07/2011;2.5
20/07/2011;1.9
21/07/2011;1.7
22/07/2011;1.5
23/07/2011;1.3
24/07/2011;1
25/07/2011;0.5
26/07/2011;1
27/07/2011;1.5
28/07/2011;2
29/07/2011;2.5
30/07/2011;1.9
31/07/2011;1.7
01/08/2011;1.5
02/08/2011;1.3
03/08/2011;1
04/08/2011;0.5
05/08/2011;1
06/08/2011;1.5
07/08/2011;2
08/08/2011;2.5
09/08/2011;1.9
10/08/2011;1.7
11/08/2011;1.5
12/08/2011;1.3
13/08/2011;1
14/08/2011;0.5
15/08/2011;1
16/08/2011;1.5
17/08/2011;2
18/08/2011;2.5
19/08/2011;1.9
20/08/2011;1.7
21/08/2011;1.5
22/08/2011;1.3
23/08/2011;1
